isoform	p-value_lowest	effector_score
SNOO_052970A_1	0.012862918	-1.305
SNOO_145750A_1	0.01400057	-0.201
SNOO_145750A_2	0.035373023	-0.201
SNOO_133720A_1	0.012862918	-2.743
SNOO_133720A_2	0.012862918	-2.743
SNOO_031290A_1	0.035373023	-3.338
SNOO_438120A_1	0.057002272	0.015
SNOO_098920A_1	0.009636411	-1.559
SNOO_098920A_2	0.009636411	-1.559
SNOO_015470A_1	0.012862918	-2.607
SNOO_015470A_2	0.012862918	-2.607
SNOO_102810A_1	0.003304647	-3.349
SNOO_102810A_2	0.007239803	-3.349
SNOO_416530A_1	0.367879441	-2.304
SNOO_131550A_1	0.142795309	-3.088
SNOO_102510A_1	0.367879441	-3.346
SNOO_442030A_1	0.042765603	-2.133
SNOO_442030A_2	0.068759214	-2.133
SNOO_442030A_3	0.035373023	-2.133
SNOO_097040A_1	0.006069953	-2.965
SNOO_097040A_2	0.007661681	-2.965
SNOO_092680A_1	0.165545749	-3.346
SNOO_043990A_1	0.007868764	-2.709
SNOO_043990A_2	0.007868764	-2.709
SNOO_056830A_1	0.035373023	-2.861
SNOO_031070A_1	0.092587108	-2.718
SNOO_513750_1	0.048853619	-1.94
SNOO_013760A_1	0.063651085	-1.956
SNOO_013760A_2	0.004880592	-1.956
SNOO_013760A_3	0.035373023	-1.956
SNOO_556890_1	0.032218172	-2.971
SNOO_060990A_1	0.060124181	-0.08
SNOO_608890_1	0.005096523	-2.003
SNOO_608890_2	0.037202342	-2.003
SNOO_018800A_1	0.029128759	-3.173
SNOO_406590A_1	0.073257378	-1.543
SNOO_421580A_1	0.050161175	-3.225
SNOO_421580A_2	0.050161175	-3.225
SNOO_028410A_1	0.367879441	-2.445
SNOO_056780A_1	0.048951049	-3.362
SNOO_056780A_2	0.112783069	-3.362
SNOO_124970A_1	0.026604902	-2.864
SNOO_124970A_2	0.040051142	-2.864
SNOO_150400A_1	0.024360587	-2.819
SNOO_572720_1	0.012862918	-2.062
SNOO_011630A_1	0.367879441	-1.527
SNOO_090470A_1	0.061302606	-3.088
SNOO_090470A_2	0.046195255	-3.088
SNOO_435120A_1	0.10593012	-3.041
SNOO_414690A_1	0.367879441	-2.713
SNOO_011890A_1	0.367879441	2.38
SNOO_059960A_1	0.142795309	-1.917
SNOO_014870A_1	0.031567021	-0.848
SNOO_014870A_2	0.031567021	-0.848
SNOO_425130A_1	0.055028573	-2.008
SNOO_425130A_2	0.017954561	-2.008
SNOO_020220A_1	0.142795309	-2.957
SNOO_008970A_1	0.026071667	-1.154
SNOO_008970A_2	0.097060766	-1.154
SNOO_036400A_1	0.03143013	-1.558
SNOO_036400A_2	0.002841441	-1.558
SNOO_080160A_1	0.082331694	-3.182
SNOO_578540_1	0.069498417	-0.872
SNOO_443070A_1	0.018387615	-2.463
SNOO_443070A_2	0.029313518	-2.463
SNOO_415430A_1	0.367879441	-0.735
SNOO_426580A_1	0.000129462	-1.971
SNOO_421010A_1	0.183939721	-2.952
SNOO_443090A_1	0.056389368	-1.699
SNOO_443090A_2	0.022083029	-1.699
SNOO_443090A_3	0.007974695	-1.699
SNOO_018210A_1	0.006360523	-3.104
SNOO_018210A_2	0.04643249	-3.104
SNOO_021060A_1	0.002235006	-3.225
SNOO_021060A_2	0.002235006	-3.225
SNOO_411270A_1	0.082911338	-2.906
SNOO_103960AB_1	0.084837577	-3.201
SNOO_022870A_1	0.006165552	-0.813
SNOO_535330_1	0.004164792	-2.804
SNOO_535330_2	0.000547208	-2.804
SNOO_535330_3	0.039264731	-2.804
SNOO_535330_4	0.004200056	-2.804
SNOO_535330_5	0.007590406	-2.804
SNOO_535330_6	0.013484595	-2.804
SNOO_535330_7	0.005637932	-2.804
SNOO_525400_1	0.045531	-2.993
SNOO_120310A_1	0.008786493	-3.042
SNOO_120310A_2	0.036848346	-3.042
SNOO_043820A_1	0.029120269	-2.406
SNOO_043820A_2	0.046955227	-2.406
SNOO_405240A_1	0.085495468	-3.037
SNOO_405240A_2	0.003858875	-3.037
SNOO_413430A_1	0.129969389	-1.643
SNOO_066140A_1	0.054848529	-0.004
SNOO_105000A_1	0.367879441	-3.088
SNOO_056890A_1	0.00996306	-2.634
SNOO_056890A_2	0.003473418	-2.634
SNOO_405440A_1	0.051325502	-2.163
SNOO_073330A_1	0.054848529	-3.338
SNOO_048580A_1	0.367879441	-2.068
SNOO_044630A_1	0.022674394	-1.93
SNOO_596330_1	0.367879441	-2.291
SNOO_433070A_1	0.024239983	-3.181
SNOO_433070A_2	0.002949004	-3.181
SNOO_413240A_1	0.091308207	-2.611
SNOO_127850A_1	0.000693572	-2.487
SNOO_102330A_1	0.026276717	-2.452
SNOO_102330A_2	0.052463924	-2.452
SNOO_075100A_1	0.032654971	-2.941
SNOO_038410A_1	0.007593837	-3.151
SNOO_096350A_1	0.01153654	-2.146
SNOO_096350A_2	0.008037468	-2.146
SNOO_142430A_1	0.030266566	2.364
SNOO_302110A_1	0.027686347	-2.848
SNOO_147950A_1	0.367879441	-1.725
SNOO_082400A_1	0.000555052	-3.346
SNOO_434720A_1	0.367879441	-1.976
SNOO_154470A_1	0.011531889	-1.877
SNOO_154470A_2	0.020919218	-1.877
SNOO_091120A_1	0.008375205	-3.149
SNOO_091120A_2	0.00305622	-3.149
SNOO_435510A_1	0.367879441	-2.573
SNOO_126670A_1	0.000614518	-2.245
SNOO_126670A_2	0.013143965	-2.245
SNOO_571100_1	0.035373023	-2.865
SNOO_571100_2	0.035373023	-2.865
SNOO_108140A_1	0.019806431	-3.346
SNOO_514190_1	0.012862918	-2.582
SNOO_514190_2	0.014242348	-2.582
SNOO_036700A_1	0.039066128	-3.088
SNOO_031640A_1	0.00181929	-2.316
SNOO_031640A_2	0.008029656	-2.316
SNOO_557190_1	0.020842441	-2.925
SNOO_408880A_1	0.367879441	-2.03
SNOO_618600_1	0.104146672	-3.024
SNOO_618600_2	0.104146672	-3.024
SNOO_406320A_1	0.000482012	-0.619
SNOO_406320A_2	0.047308475	-0.619
SNOO_406320A_3	0.019563557	-0.619
SNOO_158150A_1	0.012223699	-2.877
SNOO_158150A_2	0.004846702	-2.877
SNOO_510740_1	0.023556514	-2.02
SNOO_448120A_1	0.000970659	-1.434
SNOO_448120A_2	0.002701587	-1.434
SNOO_116610A_1	0.004071932	-2.411
SNOO_116610A_2	0.003283959	-2.411
SNOO_116610A_3	0.023882208	-2.411
SNOO_409920A_1	0.367879441	-2.829
SNOO_152710A_1	0.069854728	-3.47
SNOO_152710A_2	0.048743657	-3.47
SNOO_113820A_1	0.019442193	-2.71
SNOO_113820A_2	0.019442193	-2.71
SNOO_551660_1	0.018953821	-3.213
SNOO_023080A_1	0.043500424	-3.367
SNOO_023080A_2	0.022518726	-3.367
SNOO_504440_1	0.007830786	-2.834
SNOO_504440_2	0.030415036	-2.834
SNOO_305630A_1	0.016308448	-2.925
SNOO_305630A_2	0.009953449	-2.925
SNOO_406220A_1	0.082911338	-3.346
SNOO_073950A_1	0.013528346	-3.376
SNOO_073950A_2	0.032441666	-3.376
SNOO_073950A_3	0.004395137	-3.376
SNOO_126690A_1	0.000327663	-2.809
SNOO_126690A_2	0.003051262	-2.809
SNOO_008330A_1	0.053837735	-3.188
SNOO_008330A_2	0.084069621	-3.188
SNOO_598210_1	0.003902257	-2.202
SNOO_507320_1	0.367879441	-2.239
SNOO_087120A_1	0.006857138	-0.217
SNOO_087120A_2	0.035373023	-0.217
SNOO_105570A_1	0.203050341	-3.088
SNOO_091830A_1	0.006067842	-3.042
SNOO_105250A_1	0.07384055	-3.346
SNOO_546340_1	0.008197441	-3.28
SNOO_546340_2	0.016183204	-3.28
SNOO_410630A_1	0.004763907	-2.161
SNOO_410630A_2	0.004763907	-2.161
SNOO_160400A_1	0.014277389	-2.201
SNOO_033690A_1	0.118766733	-2.682
SNOO_135090A_1	0.022471549	-2.62
SNOO_135090A_2	0.008757936	-2.62
SNOO_415000A_1	0.022674394	-0.769
SNOO_596860_1	0.044743432	-1.937
SNOO_095830A_1	0.091144573	-3.115
SNOO_042640A_1	0.055290673	-3.128
SNOO_042640A_2	0.055290673	-3.128
SNOO_088750A_1	0.036848346	-3.346
SNOO_081570A_1	0.185174215	-0.751
SNOO_420010A_1	0.165545749	-2.309
SNOO_163870A_1	0.04176865	1.039
SNOO_163870A_2	0.042198682	1.039
SNOO_509330_1	0.048951049	-2.746
SNOO_509330_2	0.046275016	-2.746
SNOO_020810A_1	0.003766399	-0.191
SNOO_020810A_2	0.014575129	-0.191
SNOO_021540A_1	0.006553605	-3.041
SNOO_021540A_2	0.006553605	-3.041
SNOO_300670A_1	0.367879441	-2.456
SNOO_132110A_1	0.042769408	-2.998
SNOO_132110A_2	0.054959722	-2.998
SNOO_437300A_1	0.016685947	-0.539
SNOO_427130A_1	0.003081101	-2.844
SNOO_427130A_2	0.014255202	-2.844
SNOO_121770A_1	0.055258569	-2.143
SNOO_631200_1	0.367879441	-2.049
SNOO_416520A_1	0.367879441	-1.097
SNOO_015150A_1	0.007080479	-2.55
SNOO_074390A_1	0.367879441	2.111
SNOO_613330_1	0.007053589	-2.545
SNOO_111920A_1	0.025263627	-1.63
SNOO_136300A_1	0.165545749	-3.024
SNOO_436750A_1	0.06130226	-0.897
SNOO_436750A_2	0.06130226	-0.897
SNOO_561710_1	0.035373023	-3.17
SNOO_408580A_1	0.001960286	-2.707
SNOO_077450A_1	0.197641907	0.784
SNOO_409730A_1	0.367879441	-0.538
SNOO_020180A_1	0.367879441	0.838
SNOO_046730A_1	0.034622939	-2.957
SNOO_046730A_2	0.057094557	-2.957
SNOO_133500A_1	0.002135445	-3.346
SNOO_106430A_1	0.367879441	-2.925
SNOO_148970A_1	0.0445347	-0.459
SNOO_423260A_1	0.003873263	-3.046
SNOO_423260A_2	0.003873263	-3.046
SNOO_114270A_1	0.006226913	-2.161
SNOO_114270A_2	0.002510019	-2.161
SNOO_046190A_1	0.018277548	-3.346
SNOO_046190A_2	0.03041525	-3.346
SNOO_127380A_1	0.061929549	-1.928
SNOO_127380A_2	0.009025629	-1.928
SNOO_127380A_3	0.035373023	-1.928
SNOO_013010A_1	0.086236935	-1.609
SNOO_013010A_2	0.078449272	-1.609
SNOO_061120A_1	0.048951049	-1.862
SNOO_061120A_2	0.048951049	-1.862
SNOO_426070A_1	0.367879441	-2.321
SNOO_054400A_1	0.035373023	-2.405
SNOO_054400A_2	0.035373023	-2.405
SNOO_447940A_1	0.041274131	-2.378
SNOO_447940A_2	0.027569195	-2.378
SNOO_076480A_1	0.040914502	-3.346
SNOO_070940A_1	0.009840551	-2.812
SNOO_070940A_2	0.002242542	-2.812
SNOO_510670_1	0.001624909	-3.124
SNOO_510670_2	0.008023761	-3.124
SNOO_637100_1	0.009186206	-0.489
SNOO_095180A_1	0.010537775	-3.21
SNOO_095180A_2	0.01010724	-3.21
SNOO_513620_1	0.035373023	-1.519
SNOO_512150_1	0.044790573	-1.461
SNOO_075750A_1	0.02278766	-2.867
SNOO_132400A_1	0.031567021	-3.346
SNOO_132400A_2	0.048454314	-3.346
SNOO_028500A_1	0.005828235	-2.949
SNOO_028500A_2	0.005337502	-2.949
SNOO_048600A_1	0.032218172	-0.248
SNOO_411280A_1	0.367879441	-2.265
SNOO_070410A_1	0.00181929	-2.873
SNOO_070410A_2	0.010375361	-2.873
SNOO_147390A_1	0.065141124	-1.752
SNOO_420900A_1	0.07384055	-1.384
SNOO_035020A_1	0.012361967	-2.764
SNOO_035020A_2	0.008709431	-2.764
SNOO_035020A_3	0.044552188	-2.764
SNOO_027350A_1	0.003858875	-2.784
SNOO_027350A_2	0.003590009	-2.784
SNOO_005480A_1	0.073257378	-1.457
SNOO_414950A_1	0.157322896	-3.35
SNOO_085180A_1	0.003858875	-0.849
SNOO_085180A_2	0.029382217	-0.849
SNOO_131770A_1	0.060834437	-3.015
SNOO_131770A_2	0.064530688	-3.015
SNOO_116600A_1	0.001708336	-1.71
SNOO_116600A_2	0.00778479	-1.71
SNOO_029060A_1	0.035373023	-3.271
SNOO_029060A_2	0.035373023	-3.271
SNOO_141070A_1	0.367879441	-3.27
SNOO_438920A_1	0.035373023	-0.935
SNOO_438920A_2	0.035373023	-0.935
SNOO_305590A_1	0.367879441	-2.663
SNOO_134850A_1	0.035373023	-3.188
SNOO_134850A_2	0.035373023	-3.188
SNOO_098050A_1	0.023992615	-1.286
SNOO_098050A_2	0.021899916	-1.286
SNOO_533400_1	0.007731771	-1.477
SNOO_533400_2	0.035373023	-1.477
SNOO_050080A_1	0.084895256	-3.378
SNOO_098430A_1	0.142795309	-2.315
SNOO_510840_1	0.052765602	-0.549
SNOO_510840_2	0.035373023	-0.549
SNOO_114380A_1	0.040053461	-3.27
SNOO_114380A_2	0.038315196	-3.27
SNOO_045490A_1	0.056904952	-2.941
SNOO_101510A_1	0.157276519	-1.955
SNOO_605490_1	0.03533948	-2.607
SNOO_099510A_1	0.004993511	-3.042
SNOO_058040A_1	0.367879441	0.949
SNOO_001270A_1	0.367879441	0.847
SNOO_306530A_1	0.003858875	-3.181
SNOO_306530A_2	0.001312267	-3.181
SNOO_633840_1	0.08532701	-2.065
SNOO_050010A_1	0.012589174	-2.693
SNOO_050010A_2	0.012153805	-2.693
SNOO_104190A_1	0.09655186	-3.346
SNOO_104190A_2	0.079433302	-3.346
SNOO_568670_1	0.367879441	-1.311
SNOO_146620A_1	0.022513733	-3.198
SNOO_146620A_2	0.021480526	-3.198
SNOO_011920A_1	0.021203761	-1.689
SNOO_011920A_2	0.021203761	-1.689
SNOO_531770_1	0.059368291	-3.265
SNOO_151560A_1	0.040236506	-3.042
SNOO_151560A_2	0.0316399	-3.042
SNOO_151560A_3	0.035373023	-3.042
SNOO_000810A_1	0.035373023	0.732
SNOO_110520A_1	0.011611584	0.294
SNOO_162090A_1	0.006116777	-0.623
SNOO_162090A_2	0.023587147	-0.623
SNOO_154880A_1	0.1648291	0.072
SNOO_123090A_1	0.026925815	-3.346
SNOO_123090A_2	0.002188067	-3.346
SNOO_123090A_3	0.025334113	-3.346
SNOO_143480A_1	0.010054515	-0.354
SNOO_143480A_2	0.019524711	-0.354
SNOO_024080A_1	0.012862918	-2.772
SNOO_024080A_2	0.012862918	-2.772
SNOO_093080A_1	0.032639663	-3.338
SNOO_041500A_1	0.367879441	-3.362
SNOO_126020A_1	0.367879441	-3.346
SNOO_507690_1	0.00556112	-2.747
SNOO_507690_2	0.00556112	-2.747
SNOO_153740A_1	0.367879441	-3.285
SNOO_133730A_1	0.035373023	-3.151
SNOO_529810_1	0.001112585	-2.956
SNOO_529810_2	0.009444191	-2.956
SNOO_084860A_1	0.029150258	-1.701
SNOO_023790AB_1	0.07384055	-1.453
SNOO_034110A_1	0.048951049	-1.599
SNOO_034110A_2	0.012862918	-1.599
SNOO_007130A_1	0.057152865	-3.061
SNOO_007130A_2	0.044683193	-3.061
SNOO_007130A_3	0.045531	-3.061
SNOO_019680A_1	0.367879441	-3.168
SNOO_126080A_1	0.003081101	-2.785
SNOO_126080A_2	0.064720302	-2.785
SNOO_126080A_3	0.035373023	-2.785
SNOO_061700A_1	0.02553901	-3.223
SNOO_157310A_1	0.028829502	-3.27
SNOO_157310A_2	0.006212301	-3.27
SNOO_157310A_3	0.037767887	-3.27
SNOO_131150A_1	0.1648291	-2.307
SNOO_152420A_1	0.019494577	-2.544
SNOO_152420A_2	0.024862133	-2.544
SNOO_152420A_3	0.000163455	-2.544
SNOO_423890A_1	0.060348069	-3.379
SNOO_059640A_1	0.019005298	-2.068
SNOO_059640A_2	0.044335137	-2.068
SNOO_436860A_1	0.098322959	-1.555
SNOO_436860A_2	0.012862918	-1.555
SNOO_436860A_3	0.01084823	-1.555
SNOO_436860A_4	0.003016053	-1.555
SNOO_402630A_1	0.023739108	-2.743
SNOO_072280A_1	0.009435626	-3.337
SNOO_072280A_2	0.001388273	-3.337
SNOO_098130AB_1	0.053377019	-3.272
SNOO_441530A_1	0.025357602	-2.823
SNOO_441530A_2	0.046321766	-2.823
SNOO_002850A_1	0.005354287	-3.28
SNOO_415710A_1	0.001322623	-2.661
SNOO_415710A_2	0.001322623	-2.661
SNOO_131480A_1	0.042104677	-2.399
SNOO_131480A_2	0.008255277	-2.399
SNOO_070810A_1	0.061633109	-3.192
SNOO_070810A_2	0.08303781	-3.192
SNOO_122380A_1	0.017074942	-2.816
SNOO_122380A_2	0.001331767	-2.816
SNOO_122380A_3	0.001813468	-2.816
SNOO_140300A_1	0.028704598	-3.197
SNOO_112890A_1	0.0682341	-2.628
SNOO_112890A_2	0.017605349	-2.628
SNOO_011960A_1	0.002672272	0.282
SNOO_011960A_2	0.008602223	0.282
SNOO_532360_1	0.020676132	-2.87
SNOO_532360_2	0.098264586	-2.87
SNOO_163550A_1	0.078449272	-3.061
SNOO_163550A_2	0.111590468	-3.061
SNOO_054580A_1	0.018735864	-0.502
SNOO_054580A_2	0.019093148	-0.502
SNOO_434590A_1	0.017848961	-2.376
SNOO_434590A_2	0.023545044	-2.376
SNOO_152120A_1	0.017806083	-1.82
SNOO_152120A_2	0.035373023	-1.82
SNOO_580360_1	0.084895256	-0.374
SNOO_129940A_1	0.014318122	-1.682
SNOO_614780_1	0.027430691	-2.851
SNOO_165080A_1	0.011050148	-3.346
SNOO_165080A_2	0.001944692	-3.346
SNOO_165080A_3	0.024113533	-3.346
SNOO_143710A_1	0.165545749	-3.076
SNOO_426250A_1	0.005397114	-2.54
SNOO_437260A_1	0.035125587	-2.025
SNOO_037270A_1	0.011442014	-2.551
SNOO_037270A_2	0.027361941	-2.551
SNOO_591250_1	0.006412032	-3.255
SNOO_591250_2	0.002729118	-3.255
SNOO_099820A_1	0.021108329	-3.038
SNOO_099820A_2	0.072050476	-3.038
SNOO_081290A_1	0.077564664	-2.858
SNOO_081290A_2	0.011766389	-2.858
SNOO_081290A_3	0.011714197	-2.858
SNOO_446650A_1	0.027671891	-2.612
SNOO_446650A_2	0.026006522	-2.612
SNOO_421110A_1	0.042178374	-2.15
SNOO_424760A_1	0.017806083	-2.184
SNOO_424760A_2	0.006961113	-2.184
SNOO_307810A_1	0.1648291	-3.346
SNOO_149480A_1	0.035373023	-1.849
SNOO_149480A_2	0.035373023	-1.849
SNOO_162430A_1	0.016178397	-3.172
SNOO_162430A_2	0.104803354	-3.172
SNOO_427380A_1	0.367879441	-1.593
SNOO_154390A_1	0.029120269	-3.337
SNOO_154390A_2	0.030251749	-3.337
SNOO_024560A_1	0.091095854	-1.85
SNOO_065110A_1	0.183939721	-3.357
SNOO_559550_1	0.007833401	-1.508
SNOO_072300A_1	0.012310603	-2.818
SNOO_072300A_2	0.012310603	-2.818
SNOO_571230_1	0.367879441	-2.973
SNOO_112990A_1	0.023739957	-1.829
SNOO_112990A_2	0.078292094	-1.829
SNOO_432360A_1	0.00099297	-3.338
SNOO_414150A_1	0.367879441	-2.238
SNOO_002350A_1	0.001805751	-2.991
SNOO_002350A_2	0.001805751	-2.991
SNOO_445170A_1	0.367879441	0.343
SNOO_131430A_1	0.075061577	-2.57
SNOO_147300A_1	0.014277389	-2.079
SNOO_147300A_2	0.034966544	-2.079
SNOO_446900A_1	0.012862918	-2.445
SNOO_446900A_2	0.007661681	-2.445
SNOO_543160_1	0.014277389	-3.378
SNOO_543160_2	0.002777117	-3.378
SNOO_543160_3	0.003858875	-3.378
SNOO_632410_1	0.086141795	-1.526
SNOO_632410_2	0.086141795	-1.526
SNOO_201600A_1	0.048951049	-3.35
SNOO_201600A_2	0.048951049	-3.35
SNOO_444600A_1	0.021487152	-2.905
SNOO_444600A_2	0.098603956	-2.905
SNOO_444600A_3	0.023715764	-2.905
SNOO_434880A_1	0.026569321	-1.918
SNOO_516180_1	0.010872156	-2.865
SNOO_309880A_1	0.141448953	-2.259
SNOO_414520A_1	0.0304905	-2.609
SNOO_560400_1	0.007731771	-1.963
SNOO_153470A_1	0.011900062	-0.191
SNOO_153470A_2	0.011900062	-0.191
SNOO_441790A_1	0.022513733	-1.301
SNOO_441790A_2	0.044790573	-1.301
SNOO_019870A_1	0.367879441	-2.968
SNOO_161180A_1	0.012862918	-3.338
SNOO_161180A_2	0.012862918	-3.338
SNOO_128020A_1	0.048951049	-3.123
SNOO_048910A_1	0.00948115	-3.346
SNOO_048910A_2	0.024614258	-3.346
SNOO_048910A_3	0.016503114	-3.346
SNOO_003040A_1	0.058616094	-3.28
SNOO_003040A_2	0.058616094	-3.28
SNOO_129920A_1	0.007034367	-2.62
SNOO_129920A_2	0.022316165	-2.62
SNOO_129920A_3	0.026175611	-2.62
SNOO_096760A_1	0.012862918	-2.115
SNOO_096760A_2	0.012862918	-2.115
SNOO_307910A_1	0.367879441	-2.953
SNOO_107480A_1	0.068065769	-2.142
SNOO_107480A_2	0.067847361	-2.142
SNOO_107480A_3	0.0002571	-2.142
SNOO_015760A_1	0.142795309	-3.159
SNOO_508650_1	0.073376245	-1.331
SNOO_038960A_1	0.019037546	-3.346
SNOO_038960A_2	0.001267977	-3.346
SNOO_128880A_1	0.034318159	-2.956
SNOO_128880A_2	0.035647552	-2.956
SNOO_128880A_3	0.024614258	-2.956
SNOO_120000A_1	0.020842441	-2.742
SNOO_500220_1	0.367879441	-3.033
SNOO_050530A_1	0.048331185	-3.371
SNOO_050530A_2	0.02808284	-3.371
SNOO_141990A_1	0.1648291	-0.257
SNOO_569080_1	0.001574519	-2.636
SNOO_162860A_1	0.015732856	-2.031
SNOO_162860A_2	0.018834356	-2.031
SNOO_435090A_1	0.102968939	-1.864
SNOO_435090A_2	0.059000194	-1.864
SNOO_435090A_3	0.035373023	-1.864
SNOO_031530A_1	0.111478619	-3.28
SNOO_507940_1	0.006712994	-3.287
SNOO_110860A_1	0.022757057	-2.786
SNOO_136660A_1	0.049805356	-0.919
SNOO_136660A_2	0.047642293	-0.919
SNOO_145340A_1	0.012862918	-2.959
SNOO_145340A_2	0.003647339	-2.959
SNOO_105710A_1	0.047858261	-2.5
SNOO_018240A_1	0.006996913	-2.938
SNOO_018240A_2	0.000421952	-2.938
SNOO_505140_1	0.007833401	-2.027
SNOO_042290A_1	0.050774739	-3.209
SNOO_022820A_1	0.017850762	-2.356
SNOO_102360A_1	0.142795309	-2.683
SNOO_138510A_1	0.367879441	-3.181
SNOO_081370A_1	0.018571646	-3.122
SNOO_081370A_2	0.040236506	-3.122
SNOO_081370A_3	0.082157024	-3.122
SNOO_135740A_1	0.001002904	-2.314
SNOO_135740A_2	0.017747014	-2.314
SNOO_433630A_1	0.039976749	-3.041
SNOO_522860_1	0.00466539	-3.042
SNOO_522860_2	0.011611584	-3.042
SNOO_423930A_1	0.006996913	-2.66
SNOO_423930A_2	0.007605248	-2.66
SNOO_423930A_3	0.027569195	-2.66
SNOO_078530A_1	0.022024689	-3.122
SNOO_422080A_1	0.367879441	-2.834
SNOO_111340A_1	0.111223159	-3.181
SNOO_111340A_2	0.111223159	-3.181
SNOO_145150A_1	0.086252753	-2.721
SNOO_145150A_2	0.035373023	-2.721
SNOO_042860A_1	0.032999172	-2.245
SNOO_147730A_1	0.027542485	-2.809
SNOO_400680A_1	0.048454314	-3.044
SNOO_400680A_2	0.048454314	-3.044
SNOO_024170A_1	0.020842441	-3.209
SNOO_068790A_1	0.367879441	-2.967
SNOO_424040A_1	0.025654879	-1.861
SNOO_424040A_2	0.025654879	-1.861
SNOO_112920A_1	0.053837735	-0.28
SNOO_112920A_2	0.014638496	-0.28
SNOO_440400A_1	0.367879441	-3.072
SNOO_305730A_1	0.021655506	-3.088
SNOO_305730A_2	0.029251099	-3.088
SNOO_512110_1	0.073811823	-0.678
SNOO_512110_2	0.073811823	-0.678
SNOO_513800_1	0.0100348	0.571
SNOO_513800_2	0.064614595	0.571
SNOO_147830A_1	0.01414377	-3.181
SNOO_147830A_2	0.022451055	-3.181
SNOO_147830A_3	0.092369888	-3.181
SNOO_099160A_1	0.038249546	-2.562
SNOO_063800A_1	0.002568289	-2.694
SNOO_303850A_1	0.042442776	-2.063
SNOO_065910A_1	0.014277389	-1.954
SNOO_065910A_2	0.009359092	-1.954
SNOO_065910A_3	0.012696557	-1.954
SNOO_015650A_1	0.013461393	-3.464
SNOO_102220A_1	0.005596627	-3.206
SNOO_102220A_2	0.007369385	-3.206
SNOO_019880A_1	0.002948863	-1.994
SNOO_157570A_1	0.049084906	-1.93
SNOO_157570A_2	0.035373023	-1.93
SNOO_506820_1	0.142795309	-2.076
SNOO_152950AB_1	0.021742308	-3.181
SNOO_152950AB_2	0.035373023	-3.181
SNOO_117190A_1	0.011586865	0.615
SNOO_144530A_1	0.367879441	-2.534
SNOO_062830A_1	0.035373023	-2.629
SNOO_411390A_1	0.367879441	-2.447
SNOO_200430A_1	0.035373023	-3.042
SNOO_139890A_1	0.053440987	-3.346
SNOO_036630A_1	5.9e-05	-2.588
SNOO_036630A_2	0.024887721	-2.588
SNOO_307690A_1	0.087063241	-2.988
SNOO_307690A_2	0.020774709	-2.988
SNOO_020130A_1	0.048951049	-3.338
SNOO_020130A_2	0.02630682	-3.338
SNOO_443910A_1	0.367879441	-1.647
SNOO_155070A_1	0.035015596	-1.012
SNOO_155070A_2	0.035015596	-1.012
SNOO_133460A_1	0.367879441	1.466
SNOO_420490A_1	0.367879441	0.191
SNOO_402410A_1	0.087147515	-3.365
SNOO_405590A_1	0.011800584	1.431
SNOO_505990_1	0.038315196	-2.971
SNOO_518410_1	0.029313518	-2.284
SNOO_570110_1	0.014220281	-2.559
SNOO_570110_2	0.019806431	-2.559
SNOO_526320_1	0.012068567	-2.578
SNOO_032670A_1	0.039409713	-1.447
SNOO_016970A_1	0.367879441	-2.603
SNOO_433100A_1	0.02459347	-0.962
SNOO_081490A_1	0.367879441	-2.861
SNOO_058910A_1	0.367879441	-3.057
SNOO_018970A_1	0.052765602	-2.216
SNOO_091240A_1	0.000492948	-0.105
SNOO_627190_1	0.062273413	1.015
SNOO_627190_2	0.062273413	1.015
SNOO_095570A_1	0.002425636	-3.088
SNOO_095570A_2	0.005001375	-3.088
SNOO_306590A_1	0.048951049	-2.937
SNOO_306590A_2	0.009334891	-2.937
SNOO_413710A_1	0.015846006	-2.154
SNOO_413710A_2	0.060200934	-2.154
SNOO_023950A_1	0.032639663	-1.227
SNOO_134260A_1	0.002342339	-2.959
SNOO_134260A_2	0.005893555	-2.959
SNOO_432080A_1	0.024723221	1.908
SNOO_432080A_2	0.018953821	1.908
SNOO_432080A_3	0.028737494	1.908
SNOO_013280A_1	0.038957291	-3.258
SNOO_013280A_2	0.063657671	-3.258
SNOO_621420_1	0.030655363	-1.944
SNOO_633670_1	0.014061455	-2.021
SNOO_029800A_1	0.012862918	2.988
SNOO_029800A_2	0.035373023	2.988
SNOO_636040_1	0.009262779	-2.514
SNOO_636040_2	0.000831209	-2.514
SNOO_161090A_1	0.012862918	-3.5
SNOO_161090A_2	0.012862918	-3.5
SNOO_012570A_1	0.04747453	0.022
SNOO_012570A_2	0.076149442	0.022
SNOO_012570A_3	0.028137688	0.022
SNOO_147550A_1	0.024239983	-2.113
SNOO_505390_1	0.00254946	-1.731
SNOO_505390_2	0.025558888	-1.731
SNOO_505390_3	0.006618557	-1.731
SNOO_411830A_1	0.022015535	-2.377
SNOO_411830A_2	0.012862918	-2.377
SNOO_551450_1	0.003858875	-3.253
SNOO_551450_2	0.029675693	-3.253
SNOO_551450_3	0.012862918	-3.253
SNOO_061670A_1	0.022201356	-2.967
SNOO_157040A_1	0.058704963	-2.315
SNOO_157040A_2	0.035373023	-2.315
SNOO_157040A_3	0.012862918	-2.315
SNOO_512900_1	0.015074995	-2.298
SNOO_512900_2	0.021281558	-2.298
SNOO_141240A_1	0.203050341	-2.332
SNOO_019750A_1	0.041150554	-1.558
SNOO_019750A_2	0.013770214	-1.558
